n,time
3623,0.004268
3624,0.003749
3625,0.003590
3626,0.003713
3627,0.003758
3628,0.003989
3629,0.003746
3630,0.003953
3631,0.003695
3632,0.003602
3633,0.003713
3634,0.004787
3635,0.003738
3636,0.003698
3637,0.004618
3638,0.003608
3639,0.003752
3640,0.003736
3641,0.003594
3642,0.003656
3643,0.005153
3644,0.004826
3645,0.003642
3646,0.003781
3647,0.003831
3648,0.003956
3649,0.003888
3650,0.004145
3651,0.003756
3652,0.003906
3653,0.003864
3654,0.003879
3655,0.004413
3656,0.003793
3657,0.003775
3658,0.003889
3659,0.003777
3660,0.003718
3661,0.003842
3662,0.003989
3663,0.003653
3664,0.003655
3665,0.003832
3666,0.003783
3667,0.003562
3668,0.003613
3669,0.003849
3670,0.003625
3671,0.003570
3672,0.004119
3673,0.003693
3674,0.003576
3675,0.003576
3676,0.003791
3677,0.003652
3678,0.003675
3679,0.003865
3680,0.003830
3681,0.003587
3682,0.003660
3683,0.003936
3684,0.003595
3685,0.003593
3686,0.003866
3687,0.003846
3688,0.003663
3689,0.004275
3690,0.003844
3691,0.003804
3692,0.004305
3693,0.003885
3694,0.003824
3695,0.003916
3696,0.003821
3697,0.003817
3698,0.003850
3699,0.003868
3700,0.004396
3701,0.004404
3702,0.003832
3703,0.003845
3704,0.003964
3705,0.003835
3706,0.003935
3707,0.003917
3708,0.004133
3709,0.003845
3710,0.003954
3711,0.003865
3712,0.003775
3713,0.003905
3714,0.004045
3715,0.003890
3716,0.003926
3717,0.004261
3718,0.003853
3719,0.003876
3720,0.003758
3721,0.003657
3722,0.003852
3723,0.004691
3724,0.003761
3725,0.003734
3726,0.003855
3727,0.003920
3728,0.004086
3729,0.004058
3730,0.003773
3731,0.003848
3732,0.003978
3733,0.004027
3734,0.003777
3735,0.004024
3736,0.004027
3737,0.003688
3738,0.003899
3739,0.004049
3740,0.003801
3741,0.003765
3742,0.003694
3743,0.003768
3744,0.003888
3745,0.003700
3746,0.004149
3747,0.003884
3748,0.003774
3749,0.003707
3750,0.003777
3751,0.003709
3752,0.003782
3753,0.003713
3754,0.003716
3755,0.003787
3756,0.003720
3757,0.003802
3758,0.003723
3759,0.003725
3760,0.003726
3761,0.003728
3762,0.003730
3763,0.003807
3764,0.003733
3765,0.003809
3766,0.003734
3767,0.003812
3768,0.003749
3769,0.003817
3770,0.003742
3771,0.003832
3772,0.003751
3773,0.004005
3774,0.003755
3775,0.003754
3776,0.003753
3777,0.003827
3778,0.003869
3779,0.003831
3780,0.003774
3781,0.003761
3782,0.003767
3783,0.006034
3784,0.004180
3785,0.003843
3786,0.003771
3787,0.003856
3788,0.003776
3789,0.003947
3790,0.003778
3791,0.003851
3792,0.003780
3793,0.003855
3794,0.003784
3795,0.003860
3796,0.003789
3797,0.003862
3798,0.003789
3799,0.003949
3800,0.003795
3801,0.003873
3802,0.003800
3803,0.003875
3804,0.003803
3805,0.003807
3806,0.003928
3807,0.003962
3808,0.003811
3809,0.003899
3810,0.003813
3811,0.004031
3812,0.003818
3813,0.003936
3814,0.003822
3815,0.003901
3816,0.004054
3817,0.004068
3818,0.004026
3819,0.003933
3820,0.003832
3821,0.003911
3822,0.003835
3823,0.003916
3824,0.004539
3825,0.004431
3826,0.004294
3827,0.004182
3828,0.004159
3829,0.004149
3830,0.004061
3831,0.003937
3832,0.003930
3833,0.003856
3834,0.003937
3835,0.003858
3836,0.003937
3837,0.003862
3838,0.003864
3839,0.004023
3840,0.003945
3841,0.003869
3842,0.004356
3843,0.003950
3844,0.003871
3845,0.003998
3846,0.003918
3847,0.003961
3848,0.003885
3849,0.003971
3850,0.003890
3851,0.003965
3852,0.003888
3853,0.004005
3854,0.003892
3855,0.003927
3856,0.004387
3857,0.005249
3858,0.004089
3859,0.004004
3860,0.004144
3861,0.003905
3862,0.004063
3863,0.003909
3864,0.004061
3865,0.004243
3866,0.003999
3867,0.003915
3868,0.003999
3869,0.003918
3870,0.004004
3871,0.003921
3872,0.004025
3873,0.003925
3874,0.003928
3875,0.004033
3876,0.004053
3877,0.003940
3878,0.004021
3879,0.004051
3880,0.003935
3881,0.003939
3882,0.004032
3883,0.003944
3884,0.004123
3885,0.003947
3886,0.004036
3887,0.004269
3888,0.003990
3889,0.003957
3890,0.004047
3891,0.003963
3892,0.004054
3893,0.003961
3894,0.004090
3895,0.003968
3896,0.004055
3897,0.003969
3898,0.004103
3899,0.003974
3900,0.003972
3901,0.004028
3902,0.004071
3903,0.003978
3904,0.004110
3905,0.004109
3906,0.003986
3907,0.003989
3908,0.003988
3909,0.004084
3910,0.003994
3911,0.004140
3912,0.004001
3913,0.004095
3914,0.004083
3915,0.004099
3916,0.004011
3917,0.004006
3918,0.004015
3919,0.004107
3920,0.004014
3921,0.004110
3922,0.004028
3923,0.004115
3924,0.004016
3925,0.004158
3926,0.004030
3927,0.004124
3928,0.004108
3929,0.004125
3930,0.004127
3931,0.004030
3932,0.004034
3933,0.004199
3934,0.004132
3935,0.004041
3936,0.004246
3937,0.004049
3938,0.004046
3939,0.004052
3940,0.004151
3941,0.004380
3942,0.004051
3943,0.004189
3944,0.004058
3945,0.004155
3946,0.004060
3947,0.004196
3948,0.004064
3949,0.004066
3950,0.004076
3951,0.004244
3952,0.004076
3953,0.004259
3954,0.004188
3955,0.004184
3956,0.004079
3957,0.004181
3958,0.004082
3959,0.004183
3960,0.004086
3961,0.004193
3962,0.004221
3963,0.004091
3964,0.004193
3965,0.004100
3966,0.004202
3967,0.004097
3968,0.004177
3969,0.004210
3970,0.004156
3971,0.004108
3972,0.004230
3973,0.004216
3974,0.004114
3975,0.004151
3976,0.004118
3977,0.004222
3978,0.004120
3979,0.004229
3980,0.004125
3981,0.004241
3982,0.004180
3983,0.004127
3984,0.004130
3985,0.004238
3986,0.004135
3987,0.004249
3988,0.004538
3989,0.004259
3990,0.004251
3991,0.004342
3992,0.004146
3993,0.004147
3994,0.004292
3995,0.004153
3996,0.004410
3997,0.004155
3998,0.004264
3999,0.004164
4000,0.004165
4001,0.004269
4002,0.004302
4003,0.004167
4004,0.004280
4005,0.004176
4006,0.004282
4007,0.004182
4008,0.004289
4009,0.004224
4010,0.004257
4011,0.004292
4012,0.004185
4013,0.004300
4014,0.004203
4015,0.004425
4016,0.004192
4017,0.004194
4018,0.004194
4019,0.004308
4020,0.004199
4021,0.004313
4022,0.004327
4023,0.004319
4024,0.004205
4025,0.004320
4026,0.004337
4027,0.004211
4028,0.004213
4029,0.004341
4030,0.004220
4031,0.004338
4032,0.004860
4033,0.004345
4034,0.004407
4035,0.004406
4036,0.004347
4037,0.004238
4038,0.004458
4039,0.004302
4040,0.004349
4041,0.004236
4042,0.004357
4043,0.004240
4044,0.004376
4045,0.004244
4046,0.004453
4047,0.004246
4048,0.004371
4049,0.004249
4050,0.004249
4051,0.004449
4052,0.004831
4053,0.004554
4054,0.004995
4055,0.004901
4056,0.004633
4057,0.004672
4058,0.004619
4059,0.004486
4060,0.004508
4061,0.004295
4062,0.004681
4063,0.004323
4064,0.004347
4065,0.004293
4066,0.004404
4067,0.004283
4068,0.004411
4069,0.004287
4070,0.004606
4071,0.004292
4072,0.004418
4073,0.004296
4074,0.004418
4075,0.004308
4076,0.004298
4077,0.004428
4078,0.004323
4079,0.004442
4080,0.004310
4081,0.004439
4082,0.005692
4083,0.004427
4084,0.005049
4085,0.004457
4086,0.004463
4087,0.004324
4088,0.004449
4089,0.004325
4090,0.004469
4091,0.004329
4092,0.004332
4093,0.004335
4094,0.004334
4095,0.004893
4096,0.004649
4097,0.004468
4098,0.004408
4099,0.004424
4100,0.004528
4101,0.004349
4102,0.004506
4103,0.004434
4104,0.004483
4105,0.004357
4106,0.004576
4107,0.004363
4108,0.004499
4109,0.004364
4110,0.004500
4111,0.004368
4112,0.004508
4113,0.004373
4114,0.004507
4115,0.004378
4116,0.004520
4117,0.004524
4118,0.004515
4119,0.004505
4120,0.004614
4121,0.004459
4122,0.004453
4123,0.004527
4124,0.004394
4125,0.004531
4126,0.004529
4127,0.004399
4128,0.004540
4129,0.004404
4130,0.004546
4131,0.004528
4132,0.004547
4133,0.004578
4134,0.004553
4135,0.004416
4136,0.004553
4137,0.004424
4138,0.004560
4139,0.004425
4140,0.004500
4141,0.004561
4142,0.005145
4143,0.004764
4144,0.004560
4145,0.004555
4146,0.004572
4147,0.004440
4148,0.004578
4149,0.004442
4150,0.004606
4151,0.004760
4152,0.005386
4153,0.005091
4154,0.004804
4155,0.004716
4156,0.004630
4157,0.004458
4158,0.004602
4159,0.004603
4160,0.005055
4161,0.004714
4162,0.004638
4163,0.005056
4164,0.004595
4165,0.005709
4166,0.004534
4167,0.004658
4168,0.004621
4169,0.004481
4170,0.004628
4171,0.004485
4172,0.004716
4173,0.004491
4174,0.004639
4175,0.004549
4176,0.004641
4177,0.004501
4178,0.004642
4179,0.004604
4180,0.004504
4181,0.004652
4182,0.004507
4183,0.004659
4184,0.004510
4185,0.004516
4186,0.004662
4187,0.004516
4188,0.004666
4189,0.004526
4190,0.004675
4191,0.004526
4192,0.004672
4193,0.004528
4194,0.004655
4195,0.005783
4196,0.004836
4197,0.004974
4198,0.004731
4199,0.004542
4200,0.004693
4201,0.004547
4202,0.004547
4203,0.004700
4204,0.004550
4205,0.004708
4206,0.005228
4207,0.005082
4208,0.004901
4209,0.004868
4210,0.004562
4211,0.004907
4212,0.004569
4213,0.004751
4214,0.004729
4215,0.006406
4216,0.005108
4217,0.004835
4218,0.004899
4219,0.004982
4220,0.004943
4221,0.004974
4222,0.004898
4223,0.004849
4224,0.004939
4225,0.004854
4226,0.005444
4227,0.004736
4228,0.004942
4229,0.004863
4230,0.005334
4231,0.005440
4232,0.005052
4233,0.005026
4234,0.004903
4235,0.004952
4236,0.005005
4237,0.004877
4238,0.005429
4239,0.004995
4240,0.004939
4241,0.005495
4242,0.004913
4243,0.005028
4244,0.004893
4245,0.005035
4246,0.004966
4247,0.005813
4248,0.004964
4249,0.004966
4250,0.004837
4251,0.005041
4252,0.004912
4253,0.004978
4254,0.004788
4255,0.005467
4256,0.004990
4257,0.004987
4258,0.004913
4259,0.005025
4260,0.004935
4261,0.005167
4262,0.005218
4263,0.004954
4264,0.005025
4265,0.004889
4266,0.005540
4267,0.005112
4268,0.005162
4269,0.005129
4270,0.005168
4271,0.005324
4272,0.005407
4273,0.005487
4274,0.004954
4275,0.004983
4276,0.005124
4277,0.006170
4278,0.006221
4279,0.005273
4280,0.005047
4281,0.005174
4282,0.005212
4283,0.005235
4284,0.004943
4285,0.004952
4286,0.005588
4287,0.006760
4288,0.005363
4289,0.005826
4290,0.005326
4291,0.005053
4292,0.004859
4293,0.005225
4294,0.005287
4295,0.005383
4296,0.004863
4297,0.004916
4298,0.005175
4299,0.005312
4300,0.005261
4301,0.004937
4302,0.005235
4303,0.004928
4304,0.005341
4305,0.005340
4306,0.005401
4307,0.004979
4308,0.004940
4309,0.005465
4310,0.005695
4311,0.004898
4312,0.004895
4313,0.004806
4314,0.005460
4315,0.005412
4316,0.004931
4317,0.004934
4318,0.005691
4319,0.005663
4320,0.005412
4321,0.004887
4322,0.004793
4323,0.004967
4324,0.004787
4325,0.004971
4326,0.004792
4327,0.004877
4328,0.004796
4329,0.005019
4330,0.005302
4331,0.005793
4332,0.005150
4333,0.004943
4334,0.004998
4335,0.005315
4336,0.005300
4337,0.005325
4338,0.004960
4339,0.005395
4340,0.004971
4341,0.005392
4342,0.004960
4343,0.005345
4344,0.005063
4345,0.004971
4346,0.005919
4347,0.006326
4348,0.005228
4349,0.005163
4350,0.005167
4351,0.005284
4352,0.005030
4353,0.005613
4354,0.005077
4355,0.005294
4356,0.007000
4357,0.005642
4358,0.005476
4359,0.005145
4360,0.005180
4361,0.005168
4362,0.005273
4363,0.006431
4364,0.005338
4365,0.005125
4366,0.005150
4367,0.005459
4368,0.005553
4369,0.005493
4370,0.005675
4371,0.005206
4372,0.005453
4373,0.005515
4374,0.005040
4375,0.005492
4376,0.005462
4377,0.006756
4378,0.005368
4379,0.005235
4380,0.005114
4381,0.005685
4382,0.005157
4383,0.005307
4384,0.005055
4385,0.005085
4386,0.005534
4387,0.005363
4388,0.005151
4389,0.005087
4390,0.005115
4391,0.005361
4392,0.005352
4393,0.005339
4394,0.006073
4395,0.005274
4396,0.005493
4397,0.005097
4398,0.005315
4399,0.005313
4400,0.005505
4401,0.005104
4402,0.004952
4403,0.005398
4404,0.005236
4405,0.005693
4406,0.005130
4407,0.005334
4408,0.005341
4409,0.005742
4410,0.005294
4411,0.005255
4412,0.005354
4413,0.005141
4414,0.005278
4415,0.004977
4416,0.006009
4417,0.005408
4418,0.005353
4419,0.005546
4420,0.005910
4421,0.005342
4422,0.005638
4423,0.005403
4424,0.005425
4425,0.008025
4426,0.006801
4427,0.005432
4428,0.005650
4429,0.005295
4430,0.005889
4431,0.005401
4432,0.005336
4433,0.005974
4434,0.005611
4435,0.005432
4436,0.005406
4437,0.005660
4438,0.005718
4439,0.005874
4440,0.005444
4441,0.005372
4442,0.005317
4443,0.005357
4444,0.005184
4445,0.005387
4446,0.005251
4447,0.005659
4448,0.006107
4449,0.005742
4450,0.005184
4451,0.005365
4452,0.005375
4453,0.005118
4454,0.006019
4455,0.005626
4456,0.005231
4457,0.007044
4458,0.005544
4459,0.005383
4460,0.005213
4461,0.005106
4462,0.006694
4463,0.005710
4464,0.005661
4465,0.006277
4466,0.005384
4467,0.005254
4468,0.005171
4469,0.005306
4470,0.005495
4471,0.005346
4472,0.005663
4473,0.005194
4474,0.005326
4475,0.005425
4476,0.005151
4477,0.005899
4478,0.005108
4479,0.005440
4480,0.005388
4481,0.005477
4482,0.005180
4483,0.005272
4484,0.005175
4485,0.005701
4486,0.005636
4487,0.005125
4488,0.005494
4489,0.005171
4490,0.005355
4491,0.005134
4492,0.005382
4493,0.005339
4494,0.005667
4495,0.005283
4496,0.005269
4497,0.005377
4498,0.005148
4499,0.005373
4500,0.005151
4501,0.005684
4502,0.005539
4503,0.005196
4504,0.005158
4505,0.005393
4506,0.005163
4507,0.005163
4508,0.005467
4509,0.005313
4510,0.005442
4511,0.005423
4512,0.005289
4513,0.005406
4514,0.005182
4515,0.005414
4516,0.005288
4517,0.005421
4518,0.005484
4519,0.005577
4520,0.005197
4521,0.005815
4522,0.005481
4523,0.005418
4524,0.005790
4525,0.005836
4526,0.006596
4527,0.005423
4528,0.005403
4529,0.005223
4530,0.007654
4531,0.005429
4532,0.005512
4533,0.005394
4534,0.005225
4535,0.005463
4536,0.005300
4537,0.005231
4538,0.005469
4539,0.005506
4540,0.005251
4541,0.005665
4542,0.005366
4543,0.005557
4544,0.005243
4545,0.005549
4546,0.005712
4547,0.005254
4548,0.005490
4549,0.005609
4550,0.005505
4551,0.005312
4552,0.005529
4553,0.005377
4554,0.005833
4555,0.005321
4556,0.005272
4557,0.005322
4558,0.005511
4559,0.005326
4560,0.005523
4561,0.005392
4562,0.005809
4563,0.006273
4564,0.006330
4565,0.006730
4566,0.006511
4567,0.007939
4568,0.008222
4569,0.008613
4570,0.006209
4571,0.005575
4572,0.005805
4573,0.005387
4574,0.005347
4575,0.005454
4576,0.005603
4577,0.005322
4578,0.005370
4579,0.005322
4580,0.006010
4581,0.005324
4582,0.005625
4583,0.006715
4584,0.006001
4585,0.005921
4586,0.006591
4587,0.005812
4588,0.006522
4589,0.007674
4590,0.007616
4591,0.006279
4592,0.005677
4593,0.006252
4594,0.006082
4595,0.005588
4596,0.005362
4597,0.005724
4598,0.005625
4599,0.005671
4600,0.005471
4601,0.005607
4602,0.005366
4603,0.005543
4604,0.005629
4605,0.005516
4606,0.005760
4607,0.005378
4608,0.005634
4609,0.005453
4610,0.005386
4611,0.005460
4612,0.005389
4613,0.005717
4614,0.005517
4615,0.005653
4616,0.005397
4617,0.005403
4618,0.005659
4619,0.005759
4620,0.005619
4621,0.005663
4622,0.005411
4623,0.005671
4624,0.005415
4625,0.005726
4626,0.005417
4627,0.005756
4628,0.005425
4629,0.005688
4630,0.005501
4631,0.005691
4632,0.005433
4633,0.005438
4634,0.005694
4635,0.005515
4636,0.005444
4637,0.005442
4638,0.005814
4639,0.005701
4640,0.005572
4641,0.008129
4642,0.006400
4643,0.005931
4644,0.006106
4645,0.005650
4646,0.005501
4647,0.006161
4648,0.005466
4649,0.005507
4650,0.005775
4651,0.006090
4652,0.005744
4653,0.005868
4654,0.005800
4655,0.005634
4656,0.005829
4657,0.005725
4658,0.005612
4659,0.005868
4660,0.005934
4661,0.006051
4662,0.006250
4663,0.005914
4664,0.005976
4665,0.005866
4666,0.006251
4667,0.005913
4668,0.006103
4669,0.006358
4670,0.005899
4671,0.005794
4672,0.005927
4673,0.006325
4674,0.005880
4675,0.006286
4676,0.006431
4677,0.006446
4678,0.005884
4679,0.006149
4680,0.005949
4681,0.005880
4682,0.006051
4683,0.005915
4684,0.005698
4685,0.006364
4686,0.005917
4687,0.006381
4688,0.005932
4689,0.005907
4690,0.006027
4691,0.005742
4692,0.006039
4693,0.006135
4694,0.006123
4695,0.005727
4696,0.005998
4697,0.005997
4698,0.005735
4699,0.005988
4700,0.005975
4701,0.005740
4702,0.006016
4703,0.005974
4704,0.005795
4705,0.006031
4706,0.006159
4707,0.005751
4708,0.006023
4709,0.006253
4710,0.006189
4711,0.006225
4712,0.005982
4713,0.006207
4714,0.005987
4715,0.005770
4716,0.006210
4717,0.006004
4718,0.006198
4719,0.006081
4720,0.005972
4721,0.006745
4722,0.005945
4723,0.005943
4724,0.006571
4725,0.005950
4726,0.006038
4727,0.006292
4728,0.006197
4729,0.005803
4730,0.006216
4731,0.005961
4732,0.005810
4733,0.006266
4734,0.006219
4735,0.006109
4736,0.005937
4737,0.006265
4738,0.006285
4739,0.006171
4740,0.006541
4741,0.006198
4742,0.006358
4743,0.006921
4744,0.006310
4745,0.006034
4746,0.006022
4747,0.006070
4748,0.006265
4749,0.006013
4750,0.006415
4751,0.006856
4752,0.009626
4753,0.006850
4754,0.006001
4755,0.008274
4756,0.006990
4757,0.006463
4758,0.007373
4759,0.006153
4760,0.006307
4761,0.005940
4762,0.006203
4763,0.005979
4764,0.006094
4765,0.007107
4766,0.006562
4767,0.006657
4768,0.006186
4769,0.005893
4770,0.005969
4771,0.006229
4772,0.006073
4773,0.006606
4774,0.006389
4775,0.006774
4776,0.006487
4777,0.006625
4778,0.006392
4779,0.006421
4780,0.006197
4781,0.006242
4782,0.006161
4783,0.006109
4784,0.006337
4785,0.006128
4786,0.006242
4787,0.006465
4788,0.006320
4789,0.006225
4790,0.006265
4791,0.006115
4792,0.006680
4793,0.006205
4794,0.006185
4795,0.006123
4796,0.006189
4797,0.006138
4798,0.006166
4799,0.006160
4800,0.006196
4801,0.006594
4802,0.006093
4803,0.006200
4804,0.006473
4805,0.006267
4806,0.006514
4807,0.006356
4808,0.006390
4809,0.006156
4810,0.006123
4811,0.006206
4812,0.006902
4813,0.006330
4814,0.006192
4815,0.006665
4816,0.006700
4817,0.006260
4818,0.006090
4819,0.006262
4820,0.006247
4821,0.006282
4822,0.006015
4823,0.006300
4824,0.006271
4825,0.006322
4826,0.006021
4827,0.006308
4828,0.006261
4829,0.006180
4830,0.006318
4831,0.006339
4832,0.006217
4833,0.006327
4834,0.006269
4835,0.006271
4836,0.006213
4837,0.005885
4838,0.006117
4839,0.006436
4840,0.006354
4841,0.006054
4842,0.006348
4843,0.006342
4844,0.006420
4845,0.006028
4846,0.009998
4847,0.007495
4848,0.009625
4849,0.008345
4850,0.007011
4851,0.006982
4852,0.006579
4853,0.006717
4854,0.006777
4855,0.006145
4856,0.006219
4857,0.006009
4858,0.007555
4859,0.006330
4860,0.006101
4861,0.006172
4862,0.007385
4863,0.005994
4864,0.006162
4865,0.006270
4866,0.005947
4867,0.006273
4868,0.006283
4869,0.006615
4870,0.006272
4871,0.006691
4872,0.006750
4873,0.006343
4874,0.006281
4875,0.006121
4876,0.006143
4877,0.006070
4878,0.006086
4879,0.006020
4880,0.005983
4881,0.006596
4882,0.006430
4883,0.006645
4884,0.006628
4885,0.006920
4886,0.006388
4887,0.006594
4888,0.006655
4889,0.006449
4890,0.006389
4891,0.006520
4892,0.006736
4893,0.007178
4894,0.006926
4895,0.006516
4896,0.007190
4897,0.006432
4898,0.006876
4899,0.006942
4900,0.006825
4901,0.006490
4902,0.006891
4903,0.007048
4904,0.006559
4905,0.006856
4906,0.006966
4907,0.006410
4908,0.006241
4909,0.006436
4910,0.006479
4911,0.006549
4912,0.006415
4913,0.006324
4914,0.006525
4915,0.006366
4916,0.007110
4917,0.006520
4918,0.006417
4919,0.006781
4920,0.006428
4921,0.006336
4922,0.009186
4923,0.006705
4924,0.006539
4925,0.006377
4926,0.006719
4927,0.006248
4928,0.006454
4929,0.006372
4930,0.006296
4931,0.006138
4932,0.006443
4933,0.006287
4934,0.007022
4935,0.007032
4936,0.006638
4937,0.006892
4938,0.006849
4939,0.006413
4940,0.006651
4941,0.006262
4942,0.006558
4943,0.006401
4944,0.006435
4945,0.006357
4946,0.006178
4947,0.006355
4948,0.006351
4949,0.006883
4950,0.006404
4951,0.006358
4952,0.006637
4953,0.006555
4954,0.006577
4955,0.006495
4956,0.006359
4957,0.006663
4958,0.006673
4959,0.006672
4960,0.007031
4961,0.006883
4962,0.006629
4963,0.006363
4964,0.006446
4965,0.006520
4966,0.006676
4967,0.006576
4968,0.006460
4969,0.006531
4970,0.006702
4971,0.006601
4972,0.006715
4973,0.006624
4974,0.006358
4975,0.006871
4976,0.008170
4977,0.006600
4978,0.006600
4979,0.006408
4980,0.006412
4981,0.007457
4982,0.006665
4983,0.006685
4984,0.007837
4985,0.006657
4986,0.006627
4987,0.006740
4988,0.006668
4989,0.006519
4990,0.006640
4991,0.006568
4992,0.006610
4993,0.006582
4994,0.006820
4995,0.006766
4996,0.006339
4997,0.006681
4998,0.009197
4999,0.006382
5000,0.006284
5001,0.006736
5002,0.006664
5003,0.006730
5004,0.006828
5005,0.006436
5006,0.006671
5007,0.008651
5008,0.006658
5009,0.006559
5010,0.006639
5011,0.006804
5012,0.006720
5013,0.007876
5014,0.007262
5015,0.007133
5016,0.006853
5017,0.008683
5018,0.007029
5019,0.006859
5020,0.006410
5021,0.006753
5022,0.006382
5023,0.006530
5024,0.006666
5025,0.006529
5026,0.006623
5027,0.007167
5028,0.006616
5029,0.006972
5030,0.007086
5031,0.007086
5032,0.006718
5033,0.007007
5034,0.006762
5035,0.006869
5036,0.006777
5037,0.006837
5038,0.006893
5039,0.008749
5040,0.007179
5041,0.006525
5042,0.006900
5043,0.006494
5044,0.006374
5045,0.006354
5046,0.006994
5047,0.006766
5048,0.006365
5049,0.006775
5050,0.006734
5051,0.006783
5052,0.006567
5053,0.006412
5054,0.006369
5055,0.006889
5056,0.006416
5057,0.006824
5058,0.006458
5059,0.006773
5060,0.006654
5061,0.006680
5062,0.006395
5063,0.006396
5064,0.006787
5065,0.006397
5066,0.006396
5067,0.006399
5068,0.006796
5069,0.006442
5070,0.006796
5071,0.006416
5072,0.006692
5073,0.006453
5074,0.006814
5075,0.006448
5076,0.006817
5077,0.006586
5078,0.006463
5079,0.006485
5080,0.006436
5081,0.006977
5082,0.006563
5083,0.006524
5084,0.006864
5085,0.006445
5086,0.006987
5087,0.006515
5088,0.006844
5089,0.006666
5090,0.006852
5091,0.006456
5092,0.006944
5093,0.006500
5094,0.006585
5095,0.006470
5096,0.006893
5097,0.006476
5098,0.006871
5099,0.006475
5100,0.006946
5101,0.007030
5102,0.006655
5103,0.006992
5104,0.006653
5105,0.007233
5106,0.006892
5107,0.006930
5108,0.006910
5109,0.006904
5110,0.006726
5111,0.007149
5112,0.007151
5113,0.007474
5114,0.007627
5115,0.007226
5116,0.007167
5117,0.006947
5118,0.007147
5119,0.006931
5120,0.008925
5121,0.007495
5122,0.007166
5123,0.007580
5124,0.006959
5125,0.007234
5126,0.006771
5127,0.006798
5128,0.006959
5129,0.007008
5130,0.007644
5131,0.006721
5132,0.006883
5133,0.007303
5134,0.006927
5135,0.007026
5136,0.007011
5137,0.006604
5138,0.006661
5139,0.006577
5140,0.007620
5141,0.007370
5142,0.006900
5143,0.007288
5144,0.006897
5145,0.006612
5146,0.006836
5147,0.007097
5148,0.006937
5149,0.007068
5150,0.007037
5151,0.006962
5152,0.006859
5153,0.007119
5154,0.007143
5155,0.007054
5156,0.007098
5157,0.007041
5158,0.007113
5159,0.006934
5160,0.006894
5161,0.007091
5162,0.007127
5163,0.007102
5164,0.007147
5165,0.007230
5166,0.007064
5167,0.006821
5168,0.007143
5169,0.007041
5170,0.007512
5171,0.008159
5172,0.007601
5173,0.007088
5174,0.007139
5175,0.007108
5176,0.007395
5177,0.007182
5178,0.007594
5179,0.007971
5180,0.007107
5181,0.007040
5182,0.007055
5183,0.007235
5184,0.006854
5185,0.007117
5186,0.006680
5187,0.007235
5188,0.006684
5189,0.008877
5190,0.007398
5191,0.006874
5192,0.006787
5193,0.007121
5194,0.007111
5195,0.007232
5196,0.006767
5197,0.006781
5198,0.006707
5199,0.006785
5200,0.007142
5201,0.006724
5202,0.007147
5203,0.007349
5204,0.007776
5205,0.007598
5206,0.007322
5207,0.007146
5208,0.007461
5209,0.007372
5210,0.007876
5211,0.007030
5212,0.007393
5213,0.007391
5214,0.006772
5215,0.006779
5216,0.007412
5217,0.007223
5218,0.007070
5219,0.006761
5220,0.007307
5221,0.007195
5222,0.006800
5223,0.007204
5224,0.007025
5225,0.007205
5226,0.006955
5227,0.007248
5228,0.006788
5229,0.006785
5230,0.007224
5231,0.006790
5232,0.006788
5233,0.006868
5234,0.007305
5235,0.006794
5236,0.007238
5237,0.007331
5238,0.006810
5239,0.006861
5240,0.007409
5241,0.006806
5242,0.007254
5243,0.006816
5244,0.007355
5245,0.006820
5246,0.007267
5247,0.006904
5248,0.006830
5249,0.006838
5250,0.007278
5251,0.006896
5252,0.006833
5253,0.006840
5254,0.007331
5255,0.007073
5256,0.006844
5257,0.007038
5258,0.007423
5259,0.006858
5260,0.007310
5261,0.006960
5262,0.006927
5263,0.007019
5264,0.007317
5265,0.006909
5266,0.007183
5267,0.006874
5268,0.007358
5269,0.006940
5270,0.007411
5271,0.007235
5272,0.007374
5273,0.006883
5274,0.007340
5275,0.007055
5276,0.007381
5277,0.006895
5278,0.007109
5279,0.006897
5280,0.007354
5281,0.006906
5282,0.007398
5283,0.006914
5284,0.007367
5285,0.007253
5286,0.006921
5287,0.007375
5288,0.006922
5289,0.007382
5290,0.007168
5291,0.007241
5292,0.006993
5293,0.007518
5294,0.006992
5295,0.007430
5296,0.007289
5297,0.006943
5298,0.006950
5299,0.007535
5300,0.007318
5301,0.007416
5302,0.007539
5303,0.007037
5304,0.007419
5305,0.006964
5306,0.007450
5307,0.006967
5308,0.007437
5309,0.006971
5310,0.007062
5311,0.007646
5312,0.006980
5313,0.007372
5314,0.006980
5315,0.007466
5316,0.007294
5317,0.007333
5318,0.007455
5319,0.007007
5320,0.007293
5321,0.007271
5322,0.007529
5323,0.007178
5324,0.007595
5325,0.007014
5326,0.007520
5327,0.007015
5328,0.007482
5329,0.007058
5330,0.007659
5331,0.007027
5332,0.007493
5333,0.007280
5334,0.007501
5335,0.007081
5336,0.007513
5337,0.007042
5338,0.007299
5339,0.007043
5340,0.007271
5341,0.007053
5342,0.007537
5343,0.007122
5344,0.007633
5345,0.007056
5346,0.007540
5347,0.007063
5348,0.007067
5349,0.007071
5350,0.007565
5351,0.007172
5352,0.007594
5353,0.007079
5354,0.007555
5355,0.007568
5356,0.007217
5357,0.007574
5358,0.008182
5359,0.007642
5360,0.007099
5361,0.007580
5362,0.007098
5363,0.007579
5364,0.007261
5365,0.007658
5366,0.007157
5367,0.007111
5368,0.007389
5369,0.007117
5370,0.007602
5371,0.007122
